"instruction","family","latency","throughput","uops","ports"
"VCMPPS (XMM, XMM, XMM, I8)","AVX","2","0.50 / 0.50","1","1*FP23"
"VCMPPS (YMM, YMM, M256, I8)","AVX","[2;≤11]","0.50 / 0.50","1","1*FP23"
"VCMPPS (YMM, YMM, YMM, I8)","AVX","2","0.50 / 0.50","1","1*FP23"
"VCMPSD (XMM, XMM, M64, I8)","AVX","[2;≤10]","0.50 / 0.50","1","1*FP23"
"VCMPSD (XMM, XMM, XMM, I8)","AVX","2","0.50 / 0.50","1","1*FP23"
"VCMPSS (XMM, XMM, M32, I8)","AVX","[2;≤10]","0.50 / 0.50","1","1*FP23"
"VCMPSS (XMM, XMM, XMM, I8)","AVX","2","0.50 / 0.50","1","1*FP23"
"VCOMISD (XMM, M64)","AVX","[≤6;≤12]","0.50 / 1.00","2","1*FP23+1*FP45"
"VCOMISD (XMM, XMM)","AVX","≤6","0.50 / 1.00","2","1*FP23+1*FP45"
"VCOMISS (XMM, M32)","AVX","[≤6;≤12]","0.50 / 1.00","2","1*FP23+1*FP45"
"VCOMISS (XMM, XMM)","AVX","≤6","0.50 / 1.00","2","1*FP23+1*FP45"
"VCVTDQ2PD (XMM, M64)","AVX","≤11","0.50 / 0.50","1","1*FP23"
"VCVTDQ2PD (XMM, XMM)","AVX","3","0.50 / 0.50","1","1*FP23"
"VCVTDQ2PD (YMM, M128)","AVX","≤11","0.50 / 0.50","1","1*FP23"
"VCVTDQ2PD (YMM, XMM)","AVX","4","0.67 / 0.67","2","1*FP12+1*FP23"
"VCVTDQ2PS (XMM, M128)","AVX","≤11","0.50 / 0.50","1","1*FP23"
"VCVTDQ2PS (XMM, XMM)","AVX","3","0.50 / 0.50","1","1*FP23"
"VCVTDQ2PS (YMM, M256)","AVX","[≤11;≤12]","0.50 / 0.50","1","1*FP23"
"VCVTDQ2PS (YMM, YMM)","AVX","3","0.50 / 0.50","1","1*FP23"
"VCVTPD2DQ (XMM, M128)","AVX","≤11","0.50 / 0.50","1","1*FP23"
"VCVTPD2DQ (XMM, M256)","AVX","[≤14;≤15]","0.67 / 0.40","2","1*FP12+1*FP23"
"VCVTPD2DQ (XMM, XMM)","AVX","3","0.50 / 0.50","1","1*FP23"
"VCVTPD2DQ (XMM, YMM)","AVX","6","0.67 / 0.67","2","1*FP12+1*FP23"
"VCVTPD2PS (XMM, M128)","AVX","≤11","0.50 / 0.50","1","1*FP23"
"VCVTPD2PS (XMM, M256)","AVX","[≤14;≤15]","0.67 / 0.40","2","1*FP12+1*FP23"
"VCVTPD2PS (XMM, XMM)","AVX","3","0.50 / 0.50","1","1*FP23"
"VCVTPD2PS (XMM, YMM)","AVX","6","0.67 / 0.67","2","1*FP12+1*FP23"
"VCVTPS2DQ (XMM, M128)","AVX","≤11","0.50 / 0.50","1","1*FP23"
"VCVTPS2DQ (XMM, XMM)","AVX","3","0.50 / 0.50","1","1*FP23"
"VCVTPS2DQ (YMM, M256)","AVX","[≤11;≤12]","0.50 / 0.50","1","1*FP23"
"VCVTPS2DQ (YMM, YMM)","AVX","3","0.50 / 0.50","1","1*FP23"
"VCVTPS2PD (XMM, M64)","AVX","≤11","0.50 / 0.50","1","1*FP23"
"VCVTPS2PD (XMM, XMM)","AVX","3","0.50 / 0.50","1","1*FP23"
"VCVTPS2PD (YMM, M128)","AVX","≤11","0.50 / 0.50","1","1*FP23"
"VCVTPS2PD (YMM, XMM)","AVX","4","0.67 / 0.67","2","1*FP12+1*FP23"
"VCVTSD2SI (R32, M64)","AVX","[12;≤14]","0.50 / 1.00","2","1*FP23+1*FP45"
"VCVTSD2SI (R32, XMM)","AVX","≤8","0.50 / 1.00","2","1*FP23+1*FP45"
"VCVTSD2SI (R64, M64)","AVX","[12;≤14]","0.50 / 1.00","2","1*FP23+1*FP45"
"VCVTSD2SI (R64, XMM)","AVX","≤8","0.50 / 1.00","2","1*FP23+1*FP45"
"VCVTSD2SS (XMM, XMM, M64)","AVX","[0;≤11]","0.50 / 0.50","1","1*FP23"
"VCVTSD2SS (XMM, XMM, XMM)","AVX","[0;3]","0.50 / 0.50","1","1*FP23"
"VCVTSI2SD (XMM, XMM, M32)","AVX","[0;≤11]","0.50 / 0.50","1","1*FP23"
"VCVTSI2SD (XMM, XMM, M64)","AVX","[0;≤11]","0.50 / 0.50","1","1*FP23"
"VCVTSI2SD (XMM, XMM, R32)","AVX","[0;≤8]","0.50 / 1.25","2","1*FP23"
"VCVTSI2SD (XMM, XMM, R64)","AVX","[0;≤8]","0.50 / 1.25","2","1*FP23"
"VCVTSI2SS (XMM, XMM, M32)","AVX","[0;≤11]","0.50 / 0.50","1","1*FP23"
"VCVTSI2SS (XMM, XMM, M64)","AVX","[0;≤11]","0.50 / 0.50","1","1*FP23"
"VCVTSI2SS (XMM, XMM, R32)","AVX","[0;≤8]","0.50 / 1.25","2","1*FP23"
"VCVTSI2SS (XMM, XMM, R64)","AVX","[0;≤8]","0.50 / 1.25","2","1*FP23"
"VCVTSS2SD (XMM, XMM, M32)","AVX","[0;≤11]","0.50 / 0.50","1","1*FP23"
"VCVTSS2SD (XMM, XMM, XMM)","AVX","[0;3]","0.50 / 0.50","1","1*FP23"
"VCVTSS2SI (R32, M32)","AVX","[12;≤14]","0.50 / 1.00","2","1*FP23+1*FP45"
"VCVTSS2SI (R32, XMM)","AVX","≤8","0.50 / 1.00","2","1*FP23+1*FP45"
"VCVTSS2SI (R64, M32)","AVX","[12;≤14]","0.50 / 1.00","2","1*FP23+1*FP45"
"VCVTSS2SI (R64, XMM)","AVX","≤8","0.50 / 1.00","2","1*FP23+1*FP45"
"VCVTTPD2DQ (XMM, M128)","AVX","≤11","0.50 / 0.50","1","1*FP23"
"VCVTTPD2DQ (XMM, M256)","AVX","[≤14;≤15]","0.67 / 0.67","2","1*FP12+1*FP23"
"VCVTTPD2DQ (XMM, XMM)","AVX","3","0.50 / 0.50","1","1*FP23"
"VCVTTPD2DQ (XMM, YMM)","AVX","6","0.67 / 0.67","2","1*FP12+1*FP23"
"VCVTTPS2DQ (XMM, M128)","AVX","≤11","0.50 / 0.50","1","1*FP23"
"VCVTTPS2DQ (XMM, XMM)","AVX","3","0.50 / 0.50","1","1*FP23"
"VCVTTPS2DQ (YMM, M256)","AVX","[≤11;≤12]","0.50 / 0.50","1","1*FP23"
"VCVTTPS2DQ (YMM, YMM)","AVX","3","0.50 / 0.50","1","1*FP23"
"VCVTTSD2SI (R32, M64)","AVX","[12;≤14]","0.50 / 1.00","2","1*FP23+1*FP45"
"VCVTTSD2SI (R32, XMM)","AVX","≤8","0.50 / 1.00","2","1*FP23+1*FP45"
"VCVTTSD2SI (R64, M64)","AVX","[12;≤14]","0.50 / 1.00","2","1*FP23+1*FP45"
"VCVTTSD2SI (R64, XMM)","AVX","≤8","0.50 / 1.00","2","1*FP23+1*FP45"
"VCVTTSS2SI (R32, M32)","AVX","[12;≤14]","0.50 / 1.00","2","1*FP23+1*FP45"
"VCVTTSS2SI (R32, XMM)","AVX","≤8","0.50 / 1.00","2","1*FP23+1*FP45"
"VCVTTSS2SI (R64, M32)","AVX","[12;≤14]","0.50 / 1.00","2","1*FP23+1*FP45"
"VCVTTSS2SI (R64, XMM)","AVX","≤8","0.50 / 1.00","2","1*FP23+1*FP45"
"VDIVPD (XMM, XMM, M128)","AVX","[≤13;≤21]","0.50 / 5.00","1","1*FP01"
"VDIVPD (XMM, XMM, XMM)","AVX","≤13","0.50 / 5.00","1","1*FP01"
"VDIVPD (YMM, YMM, M256)","AVX","[≤13;≤21]","0.50 / 5.00","1","1*FP01"
"VDIVPD (YMM, YMM, YMM)","AVX","≤13","0.50 / 5.00","1","1*FP01"
"VDIVPS (XMM, XMM, M128)","AVX","[≤11;≤18]","0.50 / 3.00","1","1*FP01"
"VDIVPS (XMM, XMM, XMM)","AVX","≤11","0.50 / 3.00","1","1*FP01"
"VDIVPS (YMM, YMM, M256)","AVX","[≤11;≤18]","0.50 / 3.00","1","1*FP01"
"VDIVPS (YMM, YMM, YMM)","AVX","≤11","0.50 / 3.00","1","1*FP01"
"VDIVSD (XMM, XMM, M64)","AVX","[≤13;≤21]","0.50 / 5.00","1","1*FP01"
"VDIVSD (XMM, XMM, XMM)","AVX","≤13","0.50 / 5.00","1","1*FP01"
"VDIVSS (XMM, XMM, M32)","AVX","[≤11;≤18]","0.50 / 3.00","1","1*FP01"
"VDIVSS (XMM, XMM, XMM)","AVX","≤11","0.50 / 3.00","1","1*FP01"
"VDPPD (XMM, XMM, M128, I8)","AVX","[7;≤15]","0.75 / 4.00","5","1*FP01+1*FP123+1*FP23"
"VDPPD (XMM, XMM, XMM, I8)","AVX","7","0.75 / 3.00","3","1*FP01+1*FP123+1*FP23"
"VDPPS (XMM, XMM, M128, I8)","AVX","[11;≤19]","1.50 / 5.00","10","1*FP01+1*FP123+3*FP23"
"VDPPS (XMM, XMM, XMM, I8)","AVX","11","2.00 / 4.00","8","2*FP1+3*FP23"
"VDPPS (YMM, YMM, M256, I8)","AVX","[11;≤20]","1.50 / 4.00","8","1*FP0123+1*FP1+3*FP23"
"VDPPS (YMM, YMM, YMM, I8)","AVX","11","1.50 / 4.00","7","1*FP01+1*FP123+3*FP23"
"VEXTRACTF128 (M128, YMM, I8)","AVX","[≤9;≤11]","0.50 / 1.00","2","1*FP0123+1*FP45"
"VEXTRACTF128 (XMM, YMM, I8)","AVX","1","0.25 / 0.25","1","1*FP0123"
"VEXTRACTPS (M32, XMM, I8)","AVX","[≤9;≤11]","0.50 / 1.00","2","1*FP123+1*FP45"
"VEXTRACTPS (R32, XMM, I8)","AVX","≤6","0.50 / 1.00","2","1*FP123+1*FP45"
"VHADDPD (XMM, XMM, M128)","AVX","[4;≤12]","1.00 / 2.00","4","1*FP123+2*FP23"
"VHADDPD (XMM, XMM, XMM)","AVX","4","1.00 / 2.00","4","1*FP123+2*FP23"
"VHADDPD (YMM, YMM, M256)","AVX","[4;≤13]","1.00 / 2.00","4","1*FP1+2*FP23"
"VHADDPD (YMM, YMM, YMM)","AVX","4","1.00 / 2.00","3","1*FP123+2*FP23"
"VHADDPS (XMM, XMM, M128)","AVX","[4;≤12]","1.00 / 2.00","4","1*FP1+2*FP23"
"VHADDPS (XMM, XMM, XMM)","AVX","4","1.00 / 2.00","4","1*FP123+2*FP23"
"VHADDPS (YMM, YMM, M256)","AVX","[4;≤13]","1.00 / 2.00","4","1*FP123+2*FP23"
"VHADDPS (YMM, YMM, YMM)","AVX","4","1.00 / 2.00","3","1*FP123+2*FP23"
"VHSUBPD (XMM, XMM, M128)","AVX","[4;≤12]","1.00 / 2.00","4","1*FP123+2*FP23"
"VHSUBPD (XMM, XMM, XMM)","AVX","4","1.00 / 2.00","4","1*FP123+2*FP23"
"VHSUBPD (YMM, YMM, M256)","AVX","[4;≤13]","1.00 / 2.00","4","1*FP123+2*FP23"
"VHSUBPD (YMM, YMM, YMM)","AVX","4","1.00 / 2.00","3","1*FP123+2*FP23"
"VHSUBPS (XMM, XMM, M128)","AVX","[4;≤12]","1.00 / 2.00","4","1*FP1+2*FP23"
"VHSUBPS (XMM, XMM, XMM)","AVX","4","1.00 / 2.00","4","1*FP123+2*FP23"
"VHSUBPS (YMM, YMM, M256)","AVX","[4;≤13]","1.00 / 2.00","4","1*FP123+2*FP23"
"VHSUBPS (YMM, YMM, YMM)","AVX","4","1.00 / 2.00","3","1*FP123+2*FP23"
"VINSERTF128 (YMM, YMM, M128, I8)","AVX","[1;≤9]","0.50 / 0.50","1","1*FP12"
"VINSERTF128 (YMM, YMM, XMM, I8)","AVX","1","0.50 / 0.50","1","1*FP12"
"VINSERTPS (XMM, XMM, M32, I8)","AVX","[1;≤9]","0.33 / 0.50","1","1*FP123"
"VINSERTPS (XMM, XMM, XMM, I8)","AVX","1","0.33 / 0.33","1","1*FP123"
"VLDDQU (XMM, M128)","AVX","≤8","0.50","1",""
"VLDDQU (YMM, M256)","AVX","[≤8;≤9]","0.50","1",""
"VLDMXCSR (M32)","AVX","","0.50 / 2.00","1","1*FP01"
"VMASKMOVDQU (XMM, XMM)","AVX","≤20","2.67 / 18.00","75","2*FP12+3*FP123+3*FP23+4*FP45"
"VMASKMOVPD (M128, XMM, XMM)","AVX","[≤0;≤12]","1.50 / 4.00","10","1*FP23+3*FP45"
"VMASKMOVPD (M256, YMM, YMM)","AVX","[≤0;≤8]","3.00 / 6.00","18","3*FP1+5*FP45"
"VMASKMOVPD (XMM, XMM, M128)","AVX","[1;≤9]","0.50 / 0.50","1","1*FP01"
"VMASKMOVPD (YMM, YMM, M256)","AVX","[1;≤10]","0.50 / 0.50","1","1*FP01"
"VMASKMOVPS (M128, XMM, XMM)","AVX","[≤0;≤9]","2.50 / 6.00","18","1*FP123+2*FP23+5*FP45"
"VMASKMOVPS (M256, YMM, YMM)","AVX","[≤0;≤8]","4.50 / 12.00","42","4*FP1+1*FP123+2*FP23+9*FP45"
"VMASKMOVPS (XMM, XMM, M128)","AVX","[1;≤9]","0.50 / 0.50","1","1*FP01"
"VMASKMOVPS (YMM, YMM, M256)","AVX","[1;≤10]","0.50 / 0.50","1","1*FP01"
"VMAXPD (XMM, XMM, M128)","AVX","[2;≤10]","0.50 / 0.50","1","1*FP23"
"VMAXPD (XMM, XMM, XMM)","AVX","2","0.50 / 0.50","1","1*FP23"
"VMAXPD (YMM, YMM, M256)","AVX","[2;≤11]","0.50 / 0.50","1","1*FP23"
"VMAXPD (YMM, YMM, YMM)","AVX","2","0.50 / 0.50","1","1*FP23"
"VMAXPS (XMM, XMM, M128)","AVX","[2;≤10]","0.50 / 0.50","1","1*FP23"
"VMAXPS (XMM, XMM, XMM)","AVX","2","0.50 / 0.50","1","1*FP23"
"VMAXPS (YMM, YMM, M256)","AVX","[2;≤11]","0.50 / 0.50","1","1*FP23"
"VMAXPS (YMM, YMM, YMM)","AVX","2","0.50 / 0.50","1","1*FP23"
"VMAXSD (XMM, XMM, M64)","AVX","[2;≤10]","0.50 / 0.50","1","1*FP23"
"VMAXSD (XMM, XMM, XMM)","AVX","2","0.50 / 0.50","1","1*FP23"
"VMAXSS (XMM, XMM, M32)","AVX","[2;≤10]","0.50 / 0.50","1","1*FP23"
"VMAXSS (XMM, XMM, XMM)","AVX","2","0.50 / 0.50","1","1*FP23"
"VMINPD (XMM, XMM, M128)","AVX","[2;≤10]","0.50 / 0.50","1","1*FP23"
"VMINPD (XMM, XMM, XMM)","AVX","2","0.50 / 0.50","1","1*FP23"
"VMINPD (YMM, YMM, M256)","AVX","[2;≤11]","0.50 / 0.50","1","1*FP23"
"VMINPD (YMM, YMM, YMM)","AVX","2","0.50 / 0.50","1","1*FP23"
"VMINPS (XMM, XMM, M128)","AVX","[2;≤10]","0.50 / 0.50","1","1*FP23"
"VMINPS (XMM, XMM, XMM)","AVX","2","0.50 / 0.50","1","1*FP23"
"VMINPS (YMM, YMM, M256)","AVX","[2;≤11]","0.50 / 0.50","1","1*FP23"
"VMINPS (YMM, YMM, YMM)","AVX","2","0.50 / 0.50","1","1*FP23"
"VMINSD (XMM, XMM, M64)","AVX","[2;≤10]","0.50 / 0.50","1","1*FP23"
"VMINSD (XMM, XMM, XMM)","AVX","2","0.50 / 0.50","1","1*FP23"
"VMINSS (XMM, XMM, M32)","AVX","[2;≤10]","0.50 / 0.50","1","1*FP23"
"VMINSS (XMM, XMM, XMM)","AVX","2","0.50 / 0.50","1","1*FP23"
"VMOVAPD (M128, XMM)","AVX","[≤8;≤11]","0.50 / 1.00","1","1*FP45"
"VMOVAPD (M256, YMM)","AVX","[≤9;≤11]","0.50 / 1.00","1","1*FP45"
"VMOVAPD (XMM, M128)","AVX","≤8","0.50","1",""
"VMOVAPD (YMM, M256)","AVX","[≤8;≤9]","0.50","1",""
"VMOVAPD_28 (XMM, XMM)","AVX","0","0.17","1",""
"VMOVAPD_28 (YMM, YMM)","AVX","0","0.17","1",""
"VMOVAPD_29 (XMM, XMM)","AVX","0","0.17","1",""
"VMOVAPD_29 (YMM, YMM)","AVX","0","0.17","1",""
"VMOVAPS (M128, XMM)","AVX","[≤8;≤11]","0.50 / 1.00","1","1*FP45"
"VMOVAPS (M256, YMM)","AVX","[≤9;≤11]","0.50 / 1.00","1","1*FP45"
"VMOVAPS (XMM, M128)","AVX","≤8","0.50","1",""
"VMOVAPS (YMM, M256)","AVX","[≤8;≤9]","0.50","1",""
"VMOVAPS_28 (XMM, XMM)","AVX","0","0.17","1",""
"VMOVAPS_28 (YMM, YMM)","AVX","0","0.17","1",""
"VMOVAPS_29 (XMM, XMM)","AVX","0","0.17","1",""
"VMOVAPS_29 (YMM, YMM)","AVX","0","0.17","1",""
"VMOVD (M32, XMM)","AVX","[≤8;≤11]","0.50 / 1.00","1","1*FP45"
"VMOVD (R32, XMM)","AVX","≤5","0.50 / 1.00","1","1*FP45"
"VMOVD (XMM, M32)","AVX","≤8","0.50","1",""
"VMOVD (XMM, R32)","AVX","≤5","1.00","1",""
"VMOVDDUP (XMM, M64)","AVX","≤8","0.50","1",""
"VMOVDDUP (XMM, XMM)","AVX","1","0.33 / 0.33","1","1*FP123"
"VMOVDDUP (YMM, M256)","AVX","[≤8;≤9]","0.50","1",""
"VMOVDDUP (YMM, YMM)","AVX","1","0.33 / 0.33","1","1*FP123"
"VMOVDQA (M128, XMM)","AVX","[≤8;≤11]","0.50 / 1.00","1","1*FP45"
"VMOVDQA (M256, YMM)","AVX","[≤9;≤11]","0.50 / 1.00","1","1*FP45"
"VMOVDQA (XMM, M128)","AVX","≤8","0.50","1",""
"VMOVDQA (YMM, M256)","AVX","[≤8;≤9]","0.50","1",""
"VMOVDQA_6F (XMM, XMM)","AVX","0","0.17","1",""
"VMOVDQA_6F (YMM, YMM)","AVX","0","0.17","1",""
"VMOVDQA_7F (XMM, XMM)","AVX","0","0.17","1",""
"VMOVDQA_7F (YMM, YMM)","AVX","0","0.17","1",""
"VMOVDQU (M128, XMM)","AVX","[≤8;≤11]","0.50 / 1.00","1","1*FP45"
"VMOVDQU (M256, YMM)","AVX","[≤9;≤11]","0.50 / 1.00","1","1*FP45"
"VMOVDQU (XMM, M128)","AVX","≤8","0.50","1",""
"VMOVDQU (YMM, M256)","AVX","[≤8;≤9]","0.50","1",""
"VMOVDQU_6F (XMM, XMM)","AVX","0","0.17","1",""
"VMOVDQU_6F (YMM, YMM)","AVX","0","0.17","1",""
"VMOVDQU_7F (XMM, XMM)","AVX","0","0.17","1",""
"VMOVDQU_7F (YMM, YMM)","AVX","0","0.17","1",""
"VMOVHLPS (XMM, XMM, XMM)","AVX","1","0.33 / 0.33","1","1*FP123"
"VMOVHPD (M64, XMM)","AVX","[≤9;≤11]","0.50 / 1.00","2","1*FP123+1*FP45"
"VMOVHPD (XMM, XMM, M64)","AVX","[1;≤9]","0.33 / 0.50","1","1*FP123"
"VMOVHPS (M64, XMM)","AVX","[≤9;≤11]","0.50 / 1.00","2","1*FP123+1*FP45"
"VMOVHPS (XMM, XMM, M64)","AVX","[1;≤9]","0.33 / 0.50","1","1*FP123"
"VMOVLHPS (XMM, XMM, XMM)","AVX","1","0.33 / 0.33","1","1*FP123"
"VMOVLPD (M64, XMM)","AVX","[≤8;≤11]","0.50 / 1.00","1","1*FP45"
"VMOVLPD (XMM, XMM, M64)","AVX","[0;≤9]","0.25 / 0.50","1","1*FP0123"
"VMOVLPS (M64, XMM)","AVX","[≤8;≤11]","0.50 / 1.00","1","1*FP45"
"VMOVLPS (XMM, XMM, M64)","AVX","[0;≤9]","0.25 / 0.50","1","1*FP0123"
"VMOVMSKPD (R32, XMM)","AVX","≤5","0.50 / 1.00","1","1*FP45"
"VMOVMSKPD (R32, YMM)","AVX","≤7","0.50 / 1.00","1","1*FP45"
"VMOVMSKPS (R32, XMM)","AVX","≤5","0.50 / 1.00","1","1*FP45"
"VMOVMSKPS (R32, YMM)","AVX","≤7","0.50 / 1.00","1","1*FP45"
